Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 2, 2026 11:00 AM;Jan 2, 2026 12:00 PM;62,116.04;62,136.43;20.40;13,376.19
Jan 2, 2026 12:00 PM;Jan 2, 2026 1:00 PM;63,062.89;63,404.07;341.18;12,982.61
Jan 2, 2026 1:00 PM;Jan 2, 2026 2:00 PM;61,893.49;62,260.16;366.67;12,747.44
Jan 2, 2026 2:00 PM;Jan 2, 2026 3:00 PM;60,835.86;60,875.49;39.63;14,007.89
Jan 2, 2026 3:00 PM;Jan 2, 2026 4:00 PM;60,797.00;60,809.96;12.97;17,252.14
Jan 2, 2026 4:00 PM;Jan 2, 2026 5:00 PM;61,879.19;61,889.78;10.59;19,678.32
Jan 2, 2026 5:00 PM;Jan 2, 2026 6:00 PM;64,194.65;64,205.98;11.33;21,520.75
Jan 2, 2026 6:00 PM;Jan 2, 2026 7:00 PM;63,860.58;63,957.17;96.59;21,029.58
Jan 2, 2026 7:00 PM;Jan 2, 2026 8:00 PM;61,633.56;61,649.37;15.81;19,264.83
Jan 2, 2026 8:00 PM;Jan 2, 2026 9:00 PM;58,232.36;58,259.38;27.02;16,629.66
Jan 2, 2026 9:00 PM;Jan 2, 2026 10:00 PM;56,176.43;56,207.60;31.17;15,922.87
Jan 2, 2026 10:00 PM;Jan 2, 2026 11:00 PM;54,466.21;54,484.30;18.09;17,157.83
Jan 2, 2026 11:00 PM;Jan 3, 2026 12:00 AM;51,845.17;51,868.19;23.03;15,235.76
Jan 3, 2026 12:00 AM;Jan 3, 2026 1:00 AM;50,749.78;52,043.62;1,293.84;13,465.20
Jan 3, 2026 1:00 AM;Jan 3, 2026 2:00 AM;49,234.49;52,514.84;3,280.36;12,574.42
Jan 3, 2026 2:00 AM;Jan 3, 2026 3:00 AM;47,630.41;51,688.23;4,057.83;13,093.07
Jan 3, 2026 3:00 AM;Jan 3, 2026 4:00 AM;46,849.13;50,563.31;3,714.19;14,561.50
Jan 3, 2026 4:00 AM;Jan 3, 2026 5:00 AM;47,122.33;51,880.33;4,758.00;14,420.17
Jan 3, 2026 5:00 AM;Jan 3, 2026 6:00 AM;47,611.30;53,486.91;5,875.61;15,137.53
Jan 3, 2026 6:00 AM;Jan 3, 2026 7:00 AM;48,412.35;52,821.36;4,409.01;16,041.03
Jan 3, 2026 7:00 AM;Jan 3, 2026 8:00 AM;50,681.28;53,392.96;2,711.68;19,639.19
Jan 3, 2026 8:00 AM;Jan 3, 2026 9:00 AM;53,334.48;53,798.00;463.52;23,009.90
Jan 3, 2026 9:00 AM;Jan 3, 2026 10:00 AM;56,150.87;56,207.42;56.55;25,507.96
Jan 3, 2026 10:00 AM;Jan 3, 2026 11:00 AM;58,665.55;58,825.70;160.15;24,909.99
Jan 3, 2026 11:00 AM;Jan 3, 2026 12:00 PM;60,410.86;60,824.96;414.09;23,480.06
Jan 3, 2026 12:00 PM;Jan 3, 2026 1:00 PM;60,984.22;62,163.98;1,179.76;21,163.43
Jan 3, 2026 1:00 PM;Jan 3, 2026 2:00 PM;59,291.06;60,734.19;1,443.13;18,831.20
Jan 3, 2026 2:00 PM;Jan 3, 2026 3:00 PM;58,836.02;59,773.54;937.52;20,535.84
Jan 3, 2026 3:00 PM;Jan 3, 2026 4:00 PM;59,355.26;59,412.37;57.11;24,162.64
Jan 3, 2026 4:00 PM;Jan 3, 2026 5:00 PM;60,813.45;60,825.85;12.41;25,743.46
Jan 3, 2026 5:00 PM;Jan 3, 2026 6:00 PM;63,084.64;63,121.92;37.29;26,468.81
Jan 3, 2026 6:00 PM;Jan 3, 2026 7:00 PM;62,848.96;62,870.47;21.51;24,572.89
Jan 3, 2026 7:00 PM;Jan 3, 2026 8:00 PM;61,392.92;61,651.74;258.82;21,865.33
Jan 3, 2026 8:00 PM;Jan 3, 2026 9:00 PM;58,261.43;58,370.53;109.10;20,596.73
Jan 3, 2026 9:00 PM;Jan 3, 2026 10:00 PM;55,279.23;55,332.46;53.23;19,581.02
Jan 3, 2026 10:00 PM;Jan 3, 2026 11:00 PM;54,149.50;54,391.22;241.72;19,629.84
Jan 3, 2026 11:00 PM;Jan 4, 2026 12:00 AM;51,809.42;52,511.65;702.23;18,478.22
Jan 4, 2026 12:00 AM;Jan 4, 2026 1:00 AM;48,682.66;49,613.16;930.50;16,691.28
Jan 4, 2026 1:00 AM;Jan 4, 2026 2:00 AM;46,973.92;48,708.92;1,735.00;16,632.77
Jan 4, 2026 2:00 AM;Jan 4, 2026 3:00 AM;45,927.37;48,254.96;2,327.59;16,815.85
Jan 4, 2026 3:00 AM;Jan 4, 2026 4:00 AM;46,114.88;50,010.40;3,895.52;17,379.85
Jan 4, 2026 4:00 AM;Jan 4, 2026 5:00 AM;45,958.98;49,519.92;3,560.94;19,254.28
Jan 4, 2026 5:00 AM;Jan 4, 2026 6:00 AM;45,573.10;48,631.05;3,057.94;19,761.02
Jan 4, 2026 6:00 AM;Jan 4, 2026 7:00 AM;45,486.15;48,370.81;2,884.66;20,243.65
Jan 4, 2026 7:00 AM;Jan 4, 2026 8:00 AM;47,313.95;48,449.46;1,135.51;23,211.27
Jan 4, 2026 8:00 AM;Jan 4, 2026 9:00 AM;50,147.20;50,982.62;835.42;26,004.95
Jan 4, 2026 9:00 AM;Jan 4, 2026 10:00 AM;53,117.69;53,865.99;748.30;27,611.09
Jan 4, 2026 10:00 AM;Jan 4, 2026 11:00 AM;55,360.48;55,523.64;163.16;27,525.65
Jan 4, 2026 11:00 AM;Jan 4, 2026 12:00 PM;57,541.61;57,984.70;443.09;27,676.09
Jan 4, 2026 12:00 PM;Jan 4, 2026 1:00 PM;57,855.78;58,354.64;498.86;26,976.49
Jan 4, 2026 1:00 PM;Jan 4, 2026 2:00 PM;57,125.07;58,036.13;911.06;27,106.20
Jan 4, 2026 2:00 PM;Jan 4, 2026 3:00 PM;55,937.32;56,225.14;287.83;29,350.95
Jan 4, 2026 3:00 PM;Jan 4, 2026 4:00 PM;56,153.07;56,188.22;35.15;33,881.46
Jan 4, 2026 4:00 PM;Jan 4, 2026 5:00 PM;57,899.40;58,221.33;321.94;37,243.73
Jan 4, 2026 5:00 PM;Jan 4, 2026 6:00 PM;60,950.30;60,964.99;14.69;40,353.97
Jan 4, 2026 6:00 PM;Jan 4, 2026 7:00 PM;61,375.13;61,385.18;10.04;40,571.85
Jan 4, 2026 7:00 PM;Jan 4, 2026 8:00 PM;59,964.54;59,974.10;9.56;39,528.86
Jan 4, 2026 8:00 PM;Jan 4, 2026 9:00 PM;57,413.58;57,427.58;14.00;37,605.53
Jan 4, 2026 9:00 PM;Jan 4, 2026 10:00 PM;55,519.35;55,531.01;11.66;35,978.47
Jan 4, 2026 10:00 PM;Jan 4, 2026 11:00 PM;53,931.26;53,944.04;12.77;35,696.62
Jan 4, 2026 11:00 PM;Jan 5, 2026 12:00 AM;51,102.96;51,134.22;31.25;33,447.56
Jan 5, 2026 12:00 AM;Jan 5, 2026 1:00 AM;48,717.84;49,117.64;399.80;32,063.69
Jan 5, 2026 1:00 AM;Jan 5, 2026 2:00 AM;47,383.30;48,992.72;1,609.42;31,025.36
Jan 5, 2026 2:00 AM;Jan 5, 2026 3:00 AM;47,058.42;49,803.43;2,745.00;30,848.65
Jan 5, 2026 3:00 AM;Jan 5, 2026 4:00 AM;47,068.69;50,099.01;3,030.32;30,958.41
Jan 5, 2026 4:00 AM;Jan 5, 2026 5:00 AM;48,029.04;51,220.12;3,191.08;32,343.27
Jan 5, 2026 5:00 AM;Jan 5, 2026 6:00 AM;51,071.50;53,382.26;2,310.77;35,312.32
Jan 5, 2026 6:00 AM;Jan 5, 2026 7:00 AM;56,542.31;57,263.17;720.86;41,579.58
Jan 5, 2026 7:00 AM;Jan 5, 2026 8:00 AM;61,433.84;61,555.23;121.39;46,645.18
Jan 5, 2026 8:00 AM;Jan 5, 2026 9:00 AM;64,841.53;64,853.25;11.72;49,060.83
Jan 5, 2026 9:00 AM;Jan 5, 2026 10:00 AM;66,279.00;66,290.70;11.70;49,339.72
Jan 5, 2026 10:00 AM;Jan 5, 2026 11:00 AM;66,751.99;66,764.29;12.31;48,526.62
Jan 5, 2026 11:00 AM;Jan 5, 2026 12:00 PM;67,926.38;68,065.89;139.51;47,241.81
Jan 5, 2026 12:00 PM;Jan 5, 2026 1:00 PM;67,421.41;67,517.17;95.76;46,683.86
Jan 5, 2026 1:00 PM;Jan 5, 2026 2:00 PM;66,509.86;66,525.68;15.82;47,328.26
Jan 5, 2026 2:00 PM;Jan 5, 2026 3:00 PM;65,226.52;65,273.39;46.86;49,331.01
Jan 5, 2026 3:00 PM;Jan 5, 2026 4:00 PM;65,447.39;65,492.89;45.50;53,024.63
Jan 5, 2026 4:00 PM;Jan 5, 2026 5:00 PM;66,911.23;66,920.99;9.76;55,726.99
Jan 5, 2026 5:00 PM;Jan 5, 2026 6:00 PM;69,136.48;69,145.93;9.45;57,225.99
Jan 5, 2026 6:00 PM;Jan 5, 2026 7:00 PM;69,539.64;69,552.05;12.41;57,357.37
Jan 5, 2026 7:00 PM;Jan 5, 2026 8:00 PM;67,919.85;67,933.26;13.41;55,887.12
Jan 5, 2026 8:00 PM;Jan 5, 2026 9:00 PM;64,883.30;65,206.89;323.59;52,247.81
Jan 5, 2026 9:00 PM;Jan 5, 2026 10:00 PM;61,873.26;62,112.94;239.69;50,049.53
Jan 5, 2026 10:00 PM;Jan 5, 2026 11:00 PM;58,991.64;59,246.31;254.67;48,163.07
Jan 5, 2026 11:00 PM;Jan 6, 2026 12:00 AM;55,992.01;56,925.34;933.33;46,304.39
Jan 6, 2026 12:00 AM;Jan 6, 2026 1:00 AM;54,320.76;57,247.09;2,926.34;45,288.90
Jan 6, 2026 1:00 AM;Jan 6, 2026 2:00 AM;52,146.36;55,861.39;3,715.03;43,903.05
Jan 6, 2026 2:00 AM;Jan 6, 2026 3:00 AM;51,043.21;56,082.63;5,039.42;43,808.38
Jan 6, 2026 3:00 AM;Jan 6, 2026 4:00 AM;50,652.09;55,560.22;4,908.13;44,206.39
Jan 6, 2026 4:00 AM;Jan 6, 2026 5:00 AM;51,528.91;56,409.58;4,880.67;45,709.13
Jan 6, 2026 5:00 AM;Jan 6, 2026 6:00 AM;53,399.79;57,715.31;4,315.52;47,893.01
Jan 6, 2026 6:00 AM;Jan 6, 2026 7:00 AM;57,577.22;59,432.36;1,855.14;52,229.10
Jan 6, 2026 7:00 AM;Jan 6, 2026 8:00 AM;61,536.17;61,950.86;414.69;56,079.67
Jan 6, 2026 8:00 AM;Jan 6, 2026 9:00 AM;64,272.92;64,286.50;13.58;58,786.82
Jan 6, 2026 9:00 AM;Jan 6, 2026 10:00 AM;65,789.02;65,795.49;6.47;58,571.43
Jan 6, 2026 10:00 AM;Jan 6, 2026 11:00 AM;66,862.88;66,867.66;4.77;57,008.21
Jan 6, 2026 11:00 AM;Jan 6, 2026 12:00 PM;67,610.07;67,621.46;11.39;55,515.44
Jan 6, 2026 12:00 PM;Jan 6, 2026 1:00 PM;67,743.98;67,763.72;19.74;54,659.98
Jan 6, 2026 1:00 PM;Jan 6, 2026 2:00 PM;66,879.50;67,055.11;175.61;53,901.12
Jan 6, 2026 2:00 PM;Jan 6, 2026 3:00 PM;65,724.36;65,875.15;150.80;53,699.13
Jan 6, 2026 3:00 PM;Jan 6, 2026 4:00 PM;65,820.76;65,882.31;61.56;55,094.19
Jan 6, 2026 4:00 PM;Jan 6, 2026 5:00 PM;66,822.93;66,834.68;11.76;56,439.02
Jan 6, 2026 5:00 PM;Jan 6, 2026 6:00 PM;69,465.80;69,476.20;10.40;58,062.01
Jan 6, 2026 6:00 PM;Jan 6, 2026 7:00 PM;69,449.21;69,457.03;7.82;55,815.79
Jan 6, 2026 7:00 PM;Jan 6, 2026 8:00 PM;68,050.04;68,314.60;264.56;51,639.22
Jan 6, 2026 8:00 PM;Jan 6, 2026 9:00 PM;65,100.48;65,351.94;251.46;47,537.50
Jan 6, 2026 9:00 PM;Jan 6, 2026 10:00 PM;62,411.71;63,136.88;725.17;44,325.63
Jan 6, 2026 10:00 PM;Jan 6, 2026 11:00 PM;60,191.77;60,835.15;643.38;42,101.45
Jan 6, 2026 11:00 PM;Jan 7, 2026 12:00 AM;57,412.83;59,575.43;2,162.60;38,146.26
Jan 7, 2026 12:00 AM;Jan 7, 2026 1:00 AM;55,181.96;58,896.70;3,714.74;33,650.97
Jan 7, 2026 1:00 AM;Jan 7, 2026 2:00 AM;53,608.10;58,534.02;4,925.92;30,973.55
Jan 7, 2026 2:00 AM;Jan 7, 2026 3:00 AM;52,888.72;57,690.70;4,801.98;29,620.38
Jan 7, 2026 3:00 AM;Jan 7, 2026 4:00 AM;53,266.09;58,548.22;5,282.12;29,057.23
Jan 7, 2026 4:00 AM;Jan 7, 2026 5:00 AM;54,782.29;60,011.47;5,229.18;29,002.25
Jan 7, 2026 5:00 AM;Jan 7, 2026 6:00 AM;58,167.66;62,994.44;4,826.77;31,619.50
Jan 7, 2026 6:00 AM;Jan 7, 2026 7:00 AM;65,399.30;68,151.20;2,751.90;36,658.61
Jan 7, 2026 7:00 AM;Jan 7, 2026 8:00 AM;70,819.20;71,360.96;541.76;41,610.52
Jan 7, 2026 8:00 AM;Jan 7, 2026 9:00 AM;73,905.03;73,940.07;35.04;43,489.39
Jan 7, 2026 9:00 AM;Jan 7, 2026 10:00 AM;75,053.48;75,100.36;46.88;42,752.24
Jan 7, 2026 10:00 AM;Jan 7, 2026 11:00 AM;75,249.65;75,463.09;213.44;39,059.09
Jan 7, 2026 11:00 AM;Jan 7, 2026 12:00 PM;74,576.07;75,596.08;1,020.00;34,368.70
Jan 7, 2026 12:00 PM;Jan 7, 2026 1:00 PM;74,321.59;75,668.86;1,347.27;31,617.39
Jan 7, 2026 1:00 PM;Jan 7, 2026 2:00 PM;72,934.86;74,441.68;1,506.82;30,630.15
Jan 7, 2026 2:00 PM;Jan 7, 2026 3:00 PM;72,130.87;73,213.86;1,082.99;32,759.99
Jan 7, 2026 3:00 PM;Jan 7, 2026 4:00 PM;72,216.37;72,447.70;231.33;36,358.02
Jan 7, 2026 4:00 PM;Jan 7, 2026 5:00 PM;74,072.13;74,161.18;89.04;38,491.08
Jan 7, 2026 5:00 PM;Jan 7, 2026 6:00 PM;77,143.62;77,153.46;9.84;39,830.98
Jan 7, 2026 6:00 PM;Jan 7, 2026 7:00 PM;76,867.52;76,878.43;10.90;39,600.41
Jan 7, 2026 7:00 PM;Jan 7, 2026 8:00 PM;75,658.92;75,679.67;20.76;38,821.31
Jan 7, 2026 8:00 PM;Jan 7, 2026 9:00 PM;71,368.22;71,596.39;228.17;36,073.14
Jan 7, 2026 9:00 PM;Jan 7, 2026 10:00 PM;67,122.92;67,524.36;401.44;33,885.53
Jan 7, 2026 10:00 PM;Jan 7, 2026 11:00 PM;64,254.47;65,433.26;1,178.79;33,972.90
Jan 7, 2026 11:00 PM;Jan 8, 2026 12:00 AM;61,120.81;63,209.27;2,088.46;32,636.79
Jan 8, 2026 12:00 AM;Jan 8, 2026 1:00 AM;58,820.11;62,647.21;3,827.10;32,623.25
Jan 8, 2026 1:00 AM;Jan 8, 2026 2:00 AM;56,674.08;60,341.06;3,666.98;32,246.00
Jan 8, 2026 2:00 AM;Jan 8, 2026 3:00 AM;55,485.03;59,753.89;4,268.86;32,857.45
Jan 8, 2026 3:00 AM;Jan 8, 2026 4:00 AM;55,273.72;59,412.96;4,139.24;34,017.88
Jan 8, 2026 4:00 AM;Jan 8, 2026 5:00 AM;55,996.63;59,255.25;3,258.62;36,201.74
Jan 8, 2026 5:00 AM;Jan 8, 2026 6:00 AM;59,133.22;60,713.88;1,580.67;40,555.51
Jan 8, 2026 6:00 AM;Jan 8, 2026 7:00 AM;65,569.79;66,094.27;524.48;48,051.42
Jan 8, 2026 7:00 AM;Jan 8, 2026 8:00 AM;71,047.32;71,221.10;173.78;54,442.99
Jan 8, 2026 8:00 AM;Jan 8, 2026 9:00 AM;74,343.56;74,583.21;239.65;58,084.43
Jan 8, 2026 9:00 AM;Jan 8, 2026 10:00 AM;75,266.46;75,445.86;179.40;59,423.78
Jan 8, 2026 10:00 AM;Jan 8, 2026 11:00 AM;75,361.21;75,372.77;11.56;60,147.84
Jan 8, 2026 11:00 AM;Jan 8, 2026 12:00 PM;75,214.25;75,276.23;61.98;61,021.51
Jan 8, 2026 12:00 PM;Jan 8, 2026 1:00 PM;74,126.48;74,211.64;85.17;61,221.01
Jan 8, 2026 1:00 PM;Jan 8, 2026 2:00 PM;72,960.10;72,965.81;5.71;61,586.96
Jan 8, 2026 2:00 PM;Jan 8, 2026 3:00 PM;72,240.73;72,253.29;12.55;62,387.70
Jan 8, 2026 3:00 PM;Jan 8, 2026 4:00 PM;72,161.14;72,174.16;13.01;63,211.26
Jan 8, 2026 4:00 PM;Jan 8, 2026 5:00 PM;72,799.27;72,809.23;9.95;63,394.47
Jan 8, 2026 5:00 PM;Jan 8, 2026 6:00 PM;74,857.83;74,922.95;65.12;63,893.78
Jan 8, 2026 6:00 PM;Jan 8, 2026 7:00 PM;73,782.55;73,785.13;2.57;61,493.62
Jan 8, 2026 7:00 PM;Jan 8, 2026 8:00 PM;72,361.25;72,692.86;331.61;58,075.46
Jan 8, 2026 8:00 PM;Jan 8, 2026 9:00 PM;69,373.87;69,763.16;389.28;53,192.74
Jan 8, 2026 9:00 PM;Jan 8, 2026 10:00 PM;65,912.28;66,184.15;271.86;46,623.91
Jan 8, 2026 10:00 PM;Jan 8, 2026 11:00 PM;63,287.73;63,626.32;338.59;39,513.14
Jan 8, 2026 11:00 PM;Jan 9, 2026 12:00 AM;59,006.75;59,337.54;330.79;31,041.04
Jan 9, 2026 12:00 AM;Jan 9, 2026 1:00 AM;56,559.90;57,241.04;681.14;24,574.23
Jan 9, 2026 1:00 AM;Jan 9, 2026 2:00 AM;54,832.14;56,090.43;1,258.29;19,330.36
Jan 9, 2026 2:00 AM;Jan 9, 2026 3:00 AM;53,887.32;56,366.66;2,479.34;15,121.64
Jan 9, 2026 3:00 AM;Jan 9, 2026 4:00 AM;54,688.92;58,922.48;4,233.56;13,080.13
Jan 9, 2026 4:00 AM;Jan 9, 2026 5:00 AM;56,431.97;61,520.56;5,088.60;12,919.39
Jan 9, 2026 5:00 AM;Jan 9, 2026 6:00 AM;58,832.56;62,486.17;3,653.62;14,361.32
Jan 9, 2026 6:00 AM;Jan 9, 2026 7:00 AM;64,760.76;66,900.67;2,139.91;19,496.15
Jan 9, 2026 7:00 AM;Jan 9, 2026 8:00 AM;70,120.49;70,942.33;821.83;25,597.71
Jan 9, 2026 8:00 AM;Jan 9, 2026 9:00 AM;73,404.18;73,643.58;239.40;28,319.08
Jan 9, 2026 9:00 AM;Jan 9, 2026 10:00 AM;73,691.04;73,846.26;155.21;27,284.06
Jan 9, 2026 10:00 AM;Jan 9, 2026 11:00 AM;73,890.19;73,917.40;27.21;24,192.97
Jan 9, 2026 11:00 AM;Jan 9, 2026 12:00 PM;74,525.17;74,850.55;325.38;22,570.33
Jan 9, 2026 12:00 PM;Jan 9, 2026 1:00 PM;74,088.98;74,839.83;750.85;22,282.39
Jan 9, 2026 1:00 PM;Jan 9, 2026 2:00 PM;72,756.33;73,138.43;382.10;23,018.72
Jan 9, 2026 2:00 PM;Jan 9, 2026 3:00 PM;71,936.83;72,229.73;292.90;23,832.56
Jan 9, 2026 3:00 PM;Jan 9, 2026 4:00 PM;71,883.21;72,101.95;218.73;25,812.83
Jan 9, 2026 4:00 PM;Jan 9, 2026 5:00 PM;72,294.11;72,304.77;10.65;28,901.93
Jan 9, 2026 5:00 PM;Jan 9, 2026 6:00 PM;74,271.68;74,275.33;3.66;31,545.84
Jan 9, 2026 6:00 PM;Jan 9, 2026 7:00 PM;73,030.69;73,035.59;4.90;30,200.10
Jan 9, 2026 7:00 PM;Jan 9, 2026 8:00 PM;70,971.58;71,300.09;328.51;28,713.45
Jan 9, 2026 8:00 PM;Jan 9, 2026 9:00 PM;66,867.44;67,145.65;278.21;25,134.33
Jan 9, 2026 9:00 PM;Jan 9, 2026 10:00 PM;63,039.32;63,958.46;919.14;22,959.66
Jan 9, 2026 10:00 PM;Jan 9, 2026 11:00 PM;60,673.28;61,152.11;478.83;22,777.11
Jan 9, 2026 11:00 PM;Jan 10, 2026 12:00 AM;57,110.11;58,502.98;1,392.87;20,064.59
Jan 10, 2026 12:00 AM;Jan 10, 2026 1:00 AM;54,622.76;58,267.73;3,644.97;17,134.44
Jan 10, 2026 1:00 AM;Jan 10, 2026 2:00 AM;52,249.79;56,815.75;4,565.96;15,212.13
Jan 10, 2026 2:00 AM;Jan 10, 2026 3:00 AM;51,517.67;56,535.64;5,017.97;14,754.35
Jan 10, 2026 3:00 AM;Jan 10, 2026 4:00 AM;51,803.26;57,458.71;5,655.45;14,791.32
Jan 10, 2026 4:00 AM;Jan 10, 2026 5:00 AM;51,907.05;57,531.28;5,624.23;15,096.98
Jan 10, 2026 5:00 AM;Jan 10, 2026 6:00 AM;51,750.73;56,995.77;5,245.03;15,796.66
Jan 10, 2026 6:00 AM;Jan 10, 2026 7:00 AM;53,037.78;58,219.32;5,181.55;17,677.70
Jan 10, 2026 7:00 AM;Jan 10, 2026 8:00 AM;54,501.93;58,025.84;3,523.91;21,291.81
Jan 10, 2026 8:00 AM;Jan 10, 2026 9:00 AM;58,138.76;60,344.26;2,205.50;26,558.30
Jan 10, 2026 9:00 AM;Jan 10, 2026 10:00 AM;61,855.10;62,960.78;1,105.69;31,288.63
Jan 10, 2026 10:00 AM;Jan 10, 2026 11:00 AM;63,563.36;63,789.35;225.98;34,183.34
Jan 10, 2026 11:00 AM;Jan 10, 2026 12:00 PM;65,025.39;65,036.89;11.50;37,807.29
Jan 10, 2026 12:00 PM;Jan 10, 2026 1:00 PM;65,289.89;65,306.84;16.94;40,419.44
Jan 10, 2026 1:00 PM;Jan 10, 2026 2:00 PM;64,465.12;64,512.34;47.21;41,615.66
Jan 10, 2026 2:00 PM;Jan 10, 2026 3:00 PM;63,689.76;64,092.33;402.57;43,673.43
Jan 10, 2026 3:00 PM;Jan 10, 2026 4:00 PM;63,501.50;63,585.18;83.68;46,505.10
Jan 10, 2026 4:00 PM;Jan 10, 2026 5:00 PM;64,856.00;65,043.74;187.74;48,817.57
Jan 10, 2026 5:00 PM;Jan 10, 2026 6:00 PM;67,466.65;67,923.56;456.91;50,840.35
Jan 10, 2026 6:00 PM;Jan 10, 2026 7:00 PM;67,021.02;67,186.93;165.91;49,775.43
Jan 10, 2026 7:00 PM;Jan 10, 2026 8:00 PM;65,047.83;65,569.44;521.61;47,828.01
Jan 10, 2026 8:00 PM;Jan 10, 2026 9:00 PM;62,212.35;62,408.25;195.90;45,377.01
Jan 10, 2026 9:00 PM;Jan 10, 2026 10:00 PM;59,789.83;60,161.86;372.02;44,288.66
Jan 10, 2026 10:00 PM;Jan 10, 2026 11:00 PM;58,300.77;58,475.23;174.45;43,892.04
Jan 10, 2026 11:00 PM;Jan 11, 2026 12:00 AM;55,797.60;55,932.16;134.56;41,766.54
Jan 11, 2026 12:00 AM;Jan 11, 2026 1:00 AM;53,665.16;53,699.09;33.93;40,083.40
Jan 11, 2026 1:00 AM;Jan 11, 2026 2:00 AM;52,307.81;52,393.74;85.94;39,153.02
Jan 11, 2026 2:00 AM;Jan 11, 2026 3:00 AM;51,202.59;51,260.33;57.75;38,166.25
