feature,importance
lag_168,37.5417030387406
lag_24,23.19737291226851
day_of_week,10.23476249025521
is_holiday,7.175959836519485
hour,6.191771349463772
is_weekend,4.389186852265349
month,3.4007890076215728
rolling_mean_168h,2.5896495586053505
temp_rolling_mean_72h,1.9301109521229116
rolling_mean_24h,1.4881432740368845
rolling_std_24h,0.942856934327779
temp_2m,0.4819529505416764
temp_lag_24,0.4357408432308888
